ID;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators
256;Тёплый стан, вход-выход 5 в северный вестибюль;37.505166;55.619857;Тёплый стан;Калужско-Рижская линия;5;5;
253;Тёплый стан, вход-выход 2 в северный вестибюль;37.5063141;55.6198202;Тёплый стан;Калужско-Рижская линия;5;5;
370;Медведково, вход в южный вестибюль;37.661087;55.886008;Медведково;Калужско-Рижская линия;5;5;
14;Митино, вход-выход 1 в южный вестибюль;37.363824;55.845533;Митино;Арбатско-Покровская линия;3;3;
12;Митино, вход-выход 6 в северный вестибюль;37.361271;55.846763;Митино;Арбатско-Покровская линия;4;4;
7;Митино, вход-выход 1 в северный вестибюль;37.360512;55.845982;Митино;Арбатско-Покровская линия;4;4;
39;Молодёжная, вход в западный вестибюль;37.415713;55.741220;Молодёжная;Арбатско-Покровская линия;6;6;
41;Молодёжная, вход в восточный вестибюль;37.417866;55.740201;Молодёжная;Арбатско-Покровская линия;5;5;
21;Мякинино, вход-выход в вестибюль 1;37.385197;55.823540;Мякинино;Арбатско-Покровская линия;4;4;
556;Нагатинская, вход-выход 3 в южный вестибюль;37.6209364;55.6822357;Нагатинская;Серпуховско-Тимирязевская линия;6;6;
554;Нагатинская, вход-выход 1 в южный вестибюль;37.6216372;55.682157;Нагатинская;Серпуховско-Тимирязевская линия;6;6;
665;Охотный ряд, вход-выход 8 в южный вестибюль;37.614986;55.7572616;Охотный ряд;Сокольническая линия;3;3;
664;Охотный ряд, вход-выход 7 в южный вестибюль;37.6154233;55.7572071;Охотный ряд;Сокольническая линия;3;3;
659;Охотный ряд, вход-выход 2 в южный вестибюль;37.6156184;55.7566567;Охотный ряд;Сокольническая линия;3;3;
658;Охотный ряд, вход-выход 1 в южный вестибюль;37.6177488;55.7560971;Охотный ряд;Сокольническая линия;3;3;
660;Охотный ряд, вход-выход 3 в южный вестибюль;37.6155387;55.7568832;Охотный ряд;Сокольническая линия;3;3;
422;Павелецкая, вход 1 в вестибюль;37.6362414;55.7313438;Павелецкая;Кольцевая линия;6;6;
555;Нагатинская, вход-выход 2 в южный вестибюль;37.6213636;55.68216;Нагатинская;Серпуховско-Тимирязевская линия;6;6;
558;Нагатинская, вход-выход 1 в северный вестибюль;37.6227098;55.68417;Нагатинская;Серпуховско-Тимирязевская линия;4;4;
552;Нагорная, вход-выход 1 в вестибюль;37.6103001;55.6729139;Нагорная;Серпуховско-Тимирязевская линия;4;4;
139;Павелецкая, вход в вестибюль;37.6388141;55.7296879;Павелецкая;Замоскворецкая линия;8;11;
647;Парк культуры, вход 2 в объединенный вестибюль;37.5933065;55.7350914;Парк культуры;Сокольническая линия;3;3;
646;Парк культуры, вход-выход 1 в вестибюль;37.5949799;55.7360872;Парк культуры;Сокольническая линия;3;3;
54;Парк Победы, вход-выход 4 в вестибюль;37.51592;55.736440;Парк Победы;Арбатско-Покровская линия;6;6;
51;Парк Победы, вход-выход 1 в вестибюль;37.517105;55.735804;Парк Победы;Арбатско-Покровская линия;6;6;
53;Парк Победы, вход-выход 3 в вестибюль;37.517599;55.736310;Парк Победы;Арбатско-Покровская линия;6;6;
52;Парк Победы, вход-выход 2 в вестибюль;37.517692;55.735922;Парк Победы;Арбатско-Покровская линия;6;6;
55;Парк Победы, вход-выход 5 в вестибюль;37.517273;55.736633;Парк Победы;Арбатско-Покровская линия;6;6;
73;Партизанская, вход в вестибюль;37.7496596;55.7884901;Партизанская;Арбатско-Покровская линия;6;6;
372;Медведково, вход в северный вестибюль;37.6614571;55.8879931;Медведково;Калужско-Рижская линия;3;3;
869;Международная, вход-выход в вестибюль;37.533285;55.7478886;Международная;Филёвская линия;3;3;
573;Менделеевская, вход-выход 1 в вестибюль;37.5987019;55.7814401;Менделеевская;Серпуховско-Тимирязевская линия;2;2;
575;Менделеевская, вход-выход 3 в вестибюль;37.5991088;55.7819132;Менделеевская;Серпуховско-Тимирязевская линия;2;2;
574;Менделеевская, вход-выход 2 в вестибюль;37.5984772;55.7816926;Менделеевская;Серпуховско-Тимирязевская линия;2;2;
9;Митино, вход-выход 3 в северный вестибюль;37.359469;55.846255;Митино;Арбатско-Покровская линия;4;4;
11;Митино, вход-выход 5 в северный вестибюль;37.361159;55.846321;Митино;Арбатско-Покровская линия;4;4;
15;Митино, вход-выход 2 в южный вестибюль;37.363396;55.844829;Митино;Арбатско-Покровская линия;3;3;
13;Митино, вход-выход 7 в северный вестибюль;37.360486;55.847006;Митино;Арбатско-Покровская линия;4;4;
516;Пражская, вход-выход 1 в южный вестибюль;37.6032311;55.6115949;Пражская;Серпуховско-Тимирязевская линия;7;7;
701;Преображенская площадь, вход-выход 7 в южный вестибюль;37.7148632;55.795534;Преображенская площадь;Сокольническая линия;5;5;
700;Преображенская площадь, вход-выход 6 в южный вестибюль;37.7148765;55.7953081;Преображенская площадь;Сокольническая линия;5;5;
707;Преображенская площадь, вход-выход 6 в северный вестибюль;37.716974;55.796922;Преображенская площадь;Сокольническая линия;5;5;
702;Преображенская площадь, вход-выход 1 в северный вестибюль;37.71706;55.795982;Преображенская площадь;Сокольническая линия;5;5;
706;Преображенская площадь, вход-выход 5 в северный вестибюль;37.7166493;55.7968666;Преображенская площадь;Сокольническая линия;5;5;
703;Преображенская площадь, вход-выход 2 в северный вестибюль;37.717543;55.796064;Преображенская площадь;Сокольническая линия;5;5;
765;Пролетарская, вход-выход 1 в западный вестибюль;37.664368;55.7317821;Пролетарская;Таганско-Краснопресненская линия;4;4;
769;Пролетарская, вход-выход 5 в западный вестибюль;37.6645773;55.7312101;Пролетарская;Таганско-Краснопресненская линия;4;4;
770;Пролетарская, вход-выход 6 в западный вестибюль;37.664926;55.73131;Пролетарская;Таганско-Краснопресненская линия;4;4;
630;Проспект Вернадского, вход-выход в северный вестибюль;37.5071875;55.6778375;Проспект Вернадского;Сокольническая линия;5;5;
342;Проспект Мира, вход 1 в вестибюль;37.633349;55.7819543;Проспект Мира;Калужско-Рижская линия;2;2;
392;Проспект Мира, вход 2 в вестибюль;37.6335334;55.7795686;Проспект Мира;Кольцевая линия;2;2;
292;Профсоюзная, вход-выход 1 в южный вестибюль;37.5618179;55.6772799;Профсоюзная;Калужско-Рижская линия;2;2;
294;Профсоюзная, вход-выход 3 в южный вестибюль;37.5623706;55.6770979;Профсоюзная;Калужско-Рижская линия;2;2;
296;Профсоюзная, вход-выход 1 в северный вестибюль;37.5635613;55.6788868;Профсоюзная;Калужско-Рижская линия;2;2;
298;Профсоюзная, вход-выход 3 в северный вестибюль;37.5640979;55.6786988;Профсоюзная;Калужско-Рижская линия;2;2;
788;Пушкинская, вход-выход 3 в совмещенный вестибюль;37.6038161;55.7654151;Пушкинская;Таганско-Краснопресненская линия;5;5;
798;Полежаевская, вход-выход 4 в 1-й вестибюль;37.5215541;55.7776089;Полежаевская;Таганско-Краснопресненская линия;5;5;
565;Полянка, вход-выход в вестибюль;37.6186237;55.7368106;Полянка;Серпуховско-Тимирязевская линия;4;4;
522;Пражская, вход-выход 7 в южный вестибюль;37.6039017;55.610605;Пражская;Серпуховско-Тимирязевская линия;7;7;
526;Пражская, вход-выход 3 в северный вестибюль;37.604379;55.613775;Пражская;Серпуховско-Тимирязевская линия;6;6;
518;Пражская, вход-выход 3 в южный вестибюль;37.604446;55.6114647;Пражская;Серпуховско-Тимирязевская линия;7;7;
519;Пражская, вход-выход 4 в южный вестибюль;37.6047469;55.6110863;Пражская;Серпуховско-Тимирязевская линия;7;7;
524;Пражская, вход-выход 1 в северный вестибюль;37.6048726;55.6136747;Пражская;Серпуховско-Тимирязевская линия;6;6;
517;Пражская, вход-выход 2 в южный вестибюль;37.6025606;55.6114306;Пражская;Серпуховско-Тимирязевская линия;7;7;
520;Пражская, вход-выход 5 в южный вестибюль;37.6024484;55.6109456;Пражская;Серпуховско-Тимирязевская линия;7;7;
80;Первомайская, вход-выход 2 в северный вестибюль;37.799007;55.795821;Первомайская;Арбатско-Покровская линия;3;3;
82;Первомайская, вход-выход 2 в южный вестибюль;37.799096;55.793647;Первомайская;Арбатско-Покровская линия;4;4;
79;Первомайская, вход-выход 1 в северный вестибюль;37.799610;55.795823;Первомайская;Арбатско-Покровская линия;3;3;
81;Первомайская, вход-выход 1 в южный вестибюль;37.799751;55.79365;Первомайская;Арбатско-Покровская линия;4;4;
219;Перово, вход-выход 3 в западный вестибюль;37.7844802;55.7511859;Перово;Калининская линия;6;6;
221;Перово, вход-выход 5 в западный вестибюль;37.7847998;55.7506254;Перово;Калининская линия;6;6;
217;Перово, вход-выход 1 в западный вестибюль;37.7850385;55.7511446;Перово;Калининская линия;6;6;
223;Перово, вход-выход 1 в восточный вестибюль;37.788378;55.751753;Перово;Калининская линия;5;5;
224;Перово, вход-выход 2 в восточный вестибюль;37.788346;55.75124;Перово;Калининская линия;5;5;
839;Пионерская, вход-выход в восточный вестибюль;37.467458;55.736059;Пионерская;Филёвская линия;2;2;
833;Планерная, выход 2 из вестибюля;37.4361737;55.8618261;Планерная;Таганско-Краснопресненская линия;;;
830;Планерная, вход в 1-й вестибюль;37.4367687;55.8595651;Планерная;Таганско-Краснопресненская линия;3;3;
200;Площадь Ильича, вход-выход 1 в вестибюль;37.6807937;55.747275;Площадь Ильича;Калининская линия;4;4;
65;Площадь Революции, вход-выход в восточный вестибюль;37.623306;55.756397;Площадь Революции;Арбатско-Покровская линия;3;3;
801;Полежаевская, вход-выход 3 во 2-й вестибюль;37.5171736;55.7774862;Полежаевская;Таганско-Краснопресненская линия;4;4;
800;Полежаевская, вход-выход 2 во 2-й вестибюль;37.5172062;55.7776443;Полежаевская;Таганско-Краснопресненская линия;4;4;
802;Полежаевская, вход-выход 4 во 2-й вестибюль;37.5171557;55.7770229;Полежаевская;Таганско-Краснопресненская линия;4;4;
799;Полежаевская, вход-выход 1 во 2-й вестибюль;37.5176384;55.7775861;Полежаевская;Таганско-Краснопресненская линия;4;4;
590;Петровско-Разумовская, вход в вестибюль;37.5756124;55.836665;Петровско-Разумовская;Серпуховско-Тимирязевская линия;9;9;
461;Печатники, вход-выход 3 в вестибюль;37.7278801;55.6926615;Печатники;Люблинско-Дмитровская линия;7;7;
459;Печатники, вход-выход 1 в вестибюль;37.7278293;55.6928903;Печатники;Люблинско-Дмитровская линия;7;7;
462;Печатники, вход-выход 4 в вестибюль;37.7285261;55.6924089;Печатники;Люблинско-Дмитровская линия;7;7;
460;Печатники, вход-выход 2 в вестибюль;37.7284457;55.692675;Печатники;Люблинско-Дмитровская линия;7;7;
838;Пионерская, вход-выход в западный вестибюль;37.466756;55.735944;Пионерская;Филёвская линия;2;2;
797;Полежаевская, вход-выход 3 в 1-й вестибюль;37.5211113;55.7775229;Полежаевская;Таганско-Краснопресненская линия;5;5;
796;Полежаевская, вход-выход 2 в 1-й вестибюль;37.5213477;55.778046;Полежаевская;Таганско-Краснопресненская линия;5;5;
795;Полежаевская, вход-выход 1 в 1-й вестибюль;37.5210171;55.777987;Полежаевская;Таганско-Краснопресненская линия;5;5;
252;Тёплый стан, вход-выход 1 в северный вестибюль;37.5071612;55.6196587;Тёплый стан;Калужско-Рижская линия;5;5;
337;Тургеневская, вход-выход 6 в вестибюль;37.6366194;55.7654719;Тургеневская;Калужско-Рижская линия;4;4;
336;Тургеневская, вход-выход 5 в вестибюль;37.6369063;55.7653368;Тургеневская;Калужско-Рижская линия;4;4;
815;Тушинская, вход-выход 1 в 1-й вестибюль;37.4360367;55.8256692;Тушинская;Таганско-Краснопресненская линия;5;5;
816;Тушинская, вход-выход 2 в 1-й вестибюль;37.4370076;55.8254341;Тушинская;Таганско-Краснопресненская линия;5;5;
817;Тушинская, вход-выход 1 во 2-й вестибюль;37.4374154;55.8273392;Тушинская;Таганско-Краснопресненская линия;4;4;02.06.2018-09.06.2018
820;Тушинская, вход-выход 4 во 2-й вестибюль;37.4380376;55.8281911;Тушинская;Таганско-Краснопресненская линия;4;4;23.04.2018-01.06.2018
90;Улица Горчакова, вход-выход в вестибюль;37.5319534;55.5420806;Улица Горчакова;Бутовская линия Лёгкого метро;2;2;
784;Улица 1905 года, вход-выход 1 во 2-й вестибюль;37.560437;55.765435;Улица 1905 года;Таганско-Краснопресненская линия;2;4;
841;Филёвский парк, вход-выход в западный вестибюль;37.4829878;55.739437;Филёвский парк;Филёвская линия;3;3;
850;Фили, вход в западный вестибюль;37.514093;55.746725;Фили;Филёвская линия;4;4;
847;Фили, вход-выход в восточный вестибюль;37.515767;55.74529;Фили;Филёвская линия;5;5;
645;Фрунзенская, вход-выход в вестибюль;37.5805775;55.7274309;Фрунзенская;Сокольническая линия;4;4;
166;Царицыно, вход-выход 1 в северный вестибюль;37.6682219;55.6222568;Царицыно;Замоскворецкая линия;6;6;
168;Царицыно, вход-выход 3 в северный вестибюль;37.6687206;55.6227062;Царицыно;Замоскворецкая линия;6;6;
167;Царицыно, вход-выход 2 в северный вестибюль;37.668925;55.6224821;Царицыно;Замоскворецкая линия;6;6;
171;Царицыно, вход-выход 3 в южный вестибюль;37.6698636;55.6204932;Царицыно;Замоскворецкая линия;6;6;
170;Царицыно, вход-выход 2 в южный вестибюль;37.6704;55.620199;Царицыно;Замоскворецкая линия;6;6;
254;Тёплый стан, вход-выход 3 в северный вестибюль;37.5060675;55.6195654;Тёплый стан;Калужско-Рижская линия;5;5;
248;Тёплый стан, вход-выход 1 в южный вестибюль;37.5087383;55.617725;Тёплый стан;Калужско-Рижская линия;5;5;
589;Тимирязевская, вход-выход 4 в вестибюль;37.574511;55.818659;Тимирязевская;Серпуховско-Тимирязевская линия;3;6;19.07.2018-06.09.2018
586;Тимирязевская, вход-выход 1 в вестибюль;37.575101;55.818747;Тимирязевская;Серпуховско-Тимирязевская линия;3;6;19.07.2018-06.09.2018
489;Тимирязевская, вход-выход в вестибюль;37.5780576;55.8188162;Тимирязевская;Московская монорельсовая транспортная система;2;2;19.07.2018-06.09.2018
316;Третьяковская, вход-выход в вестибюль;37.625617;55.740683;Третьяковская;Калининская линия;5;5;
480;Трубная, вход-выход 1 в вестибюль;37.6218566;55.7678427;Трубная;Люблинско-Дмитровская линия;3;3;
561;Тульская, вход-выход в южный вестибюль;37.622461;55.70783;Тульская;Серпуховско-Тимирязевская линия;3;3;16.05.2018-31.05.2018
562;Тульская, вход-выход в северный вестибюль;37.62259;55.709564;Тульская;Серпуховско-Тимирязевская линия;6;6;
772;Пролетарская, вход-выход 2 в восточный вестибюль;37.668333;55.732291;Пролетарская;Таганско-Краснопресненская линия;4;4;
628;Проспект Вернадского, вход-выход 5 в южный вестибюль;37.5045266;55.6765476;Проспект Вернадского;Сокольническая линия;7;7;
629;Проспект Вернадского, вход-выход 6 в южный вестибюль;37.5047335;55.6766633;Проспект Вернадского;Сокольническая линия;7;7;
627;Проспект Вернадского, вход-выход 4 в южный вестибюль;37.5052562;55.6763594;Проспект Вернадского;Сокольническая линия;7;7;
626;Проспект Вернадского, вход-выход 3 в южный вестибюль;37.5050632;55.676238;Проспект Вернадского;Сокольническая линия;7;7;
624;Проспект Вернадского, вход-выход 1 в южный вестибюль;37.5052832;55.6759002;Проспект Вернадского;Сокольническая линия;7;7;
625;Проспект Вернадского, вход-выход 2 в южный вестибюль;37.5057448;55.6761702;Проспект Вернадского;Сокольническая линия;7;7;
773;Пролетарская, вход-выход 3 в восточный вестибюль;37.6680428;55.732445;Пролетарская;Таганско-Краснопресненская линия;4;4;
771;Пролетарская, вход-выход 1 в восточный вестибюль;37.6677589;55.7319672;Пролетарская;Таганско-Краснопресненская линия;4;4;
731;Лермонтовский проспект, вход-выход 1 во 2-й вестибюль;37.853893;55.7007835;Лермонтовский проспект;Таганско-Краснопресненская линия;3;3;
566;Боровицкая, вход-выход в вестибюль;37.6091093;55.7505094;Боровицкая;Серпуховско-Тимирязевская линия;2;2;
566;Боровицкая, вход-выход в вестибюль;37.6091093;55.7505094;Боровицкая;Серпуховско-Тимирязевская линия;2;2;
668;Охотный ряд, вход 2 в северный вестибюль;37.617566;55.758683;Охотный ряд;Сокольническая линия;4;4;
99;Речной вокзал, вход в южный вестибюль;37.476543;55.854241;Речной вокзал;Замоскворецкая линия;5;5;
359;Свиблово, вход-выход 1 в южный вестибюль;37.6514459;55.8543991;Свиблово;Калужско-Рижская линия;3;3;
362;Свиблово, вход-выход 1 в северный вестибюль;37.654372;55.855739;Свиблово;Калужско-Рижская линия;4;4;
543;Севастопольская, вход-выход 1 в вестибюль;37.5981861;55.6516395;Севастопольская;Серпуховско-Тимирязевская линия;3;3;
544;Севастопольская, вход-выход 2 в вестибюль;37.5981808;55.651406;Севастопольская;Серпуховско-Тимирязевская линия;3;3;
546;Севастопольская, вход-выход 4 в вестибюль;37.5986848;55.65096;Севастопольская;Серпуховско-Тимирязевская линия;3;3;
546;Севастопольская, вход-выход 4 в вестибюль;37.5986848;55.65096;Севастопольская;Серпуховско-Тимирязевская линия;3;3;
545;Севастопольская, вход-выход 3 в вестибюль;37.5986795;55.6511966;Севастопольская;Серпуховско-Тимирязевская линия;3;3;
71;Семеновская, вход в вестибюль;37.71929008;55.78315566;Семёновская;Арбатско-Покровская линия;1;1;16.07.2018-05.09.2018
563;Серпуховская, вход-выход 1 в вестибюль;37.6248829;55.726855;Серпуховская;Серпуховско-Тимирязевская линия;4;4;16.04.2018-28.04.2018
785;Улица 1905 года, вход-выход 2 во 2-й вестибюль;37.560177;55.765717;Улица 1905 года;Таганско-Краснопресненская линия;2;4;
510;Улица академика Янгеля, вход-выход 2 в южный вестибюль;37.6011148;55.5942546;Улица академика Янгеля;Серпуховско-Тимирязевская линия;5;5;
715;Бульвар Рокоссовского, вход-выход 1 в северный вестибюль;37.7321792;55.8149979;Бульвар Рокоссовского;Сокольническая линия;5;5;
716;Бульвар Рокоссовского, вход-выход 2 в северный вестибюль;37.7329306;55.8154001;Бульвар Рокоссовского;Сокольническая линия;5;5;
712;Бульвар Рокоссовского, вход-выход 1 в южный вестибюль;37.7351755;55.8132836;Бульвар Рокоссовского;Сокольническая линия;5;5;
713;Бульвар Рокоссовского, вход-выход 2 в южный вестибюль;37.7352186;55.813449;Бульвар Рокоссовского;Сокольническая линия;5;5;
564;Серпуховская, вход-выход 2 в вестибюль;37.6257356;55.7269036;Серпуховская;Серпуховско-Тимирязевская линия;4;4;16.04.2018-28.04.2018
47;Славянский бульвар, вход-выход в западный вестибюль;37.468856;55.728974;Славянский бульвар;Арбатско-Покровская линия;2;2;
48;Славянский бульвар, вход-выход 1 в восточный вестибюль;37.47293;55.729345;Славянский бульвар;Арбатско-Покровская линия;7;7;
49;Славянский бульвар, вход-выход 2 в восточный вестибюль;37.473107;55.730202;Славянский бульвар;Арбатско-Покровская линия;7;7;
50;Славянский бульвар, вход-выход 3 в восточный вестибюль;37.472431;55.730934;Славянский бульвар;Арбатско-Покровская линия;7;7;
60;Смоленская, вход 1 в вестибюль;37.583806;55.747952;Смоленская;Арбатско-Покровская линия;3;3;
853;Смоленская, вход 2 в вестибюль;37.5822488;55.749036;Смоленская;Филёвская линия;4;4;
113;Сокол, вход 2 в западный вестибюль;37.51424;55.8045014;Сокол;Замоскворецкая линия;4;4;
111;Сокол, вход 1 в западный вестибюль;37.5150184;55.8055344;Сокол;Замоскворецкая линия;4;4;
116;Сокол, вход-выход 2 в восточный вестибюль;37.5158763;55.8042947;Сокол;Замоскворецкая линия;3;3;
116;Сокол, вход-выход 2 в восточный вестибюль;37.5158763;55.8042947;Сокол;Замоскворецкая линия;3;3;
118;Сокол, вход-выход 4 в восточный вестибюль;37.5163929;55.8050244;Сокол;Замоскворецкая линия;3;3;
117;Сокол, вход-выход 3 в восточный вестибюль;37.5167424;55.804935;Сокол;Замоскворецкая линия;3;3;
344;Рижская, вход в вестибюль;37.6359244;55.7926231;Рижская;Калужско-Рижская линия;3;3;
468;Римская, вход-выход 1 в вестибюль;37.6807937;55.747281;Римская;Люблинско-Дмитровская линия;5;5;
757;Рязанский проспект, вход в западный вестибюль;37.7926457;55.7162448;Рязанский проспект;Таганско-Краснопресненская линия;3;3;
759;Рязанский проспект, вход в восточный вестибюль;37.79368256;55.717714835;Рязанский проспект;Таганско-Краснопресненская линия;4;4;
577;Савёловская, вход-выход 2 в вестибюль;37.5887308;55.7942108;Савёловская;Серпуховско-Тимирязевская линия;7;10;
576;Савёловская, вход-выход 1 в вестибюль;37.5871596;55.7940558;Савёловская;Серпуховско-Тимирязевская линия;7;10;
363;Свиблово, вход-выход 2 в северный вестибюль;37.653862;55.856086;Свиблово;Калужско-Рижская линия;4;4;
361;Свиблово, вход-выход 3 в южный вестибюль;37.6514186;55.8547925;Свиблово;Калужско-Рижская линия;3;3;
115;Сокол, вход-выход 1 в восточный вестибюль;37.5162194;55.804217;Сокол;Замоскворецкая линия;3;3;
691;Сокольники, вход 1 в вестибюль;37.6798987;55.7893271;Сокольники;Сокольническая линия;5;5;
692;Сокольники, вход 2 в вестибюль;37.679521;55.789257;Сокольники;Сокольническая линия;5;5;
644;Спортивная, вход-выход в южный вестибюль;37.5618704;55.7222857;Спортивная;Сокольническая линия;4;4;
644;Спортивная, вход-выход в южный вестибюль;37.5618704;55.7222857;Спортивная;Сокольническая линия;4;4;
643;Спортивная, вход в северный вестибюль;37.5656975;55.7238319;Спортивная;Сокольническая линия;6;6;
476;Сретенский бульвар, вход-выход 3 в вестибюль;37.6371071;55.7660754;Сретенский бульвар;Люблинско-Дмитровская линия;9;2;
477;Сретенский бульвар, вход-выход 4 в вестибюль;37.6374965;55.7657548;Сретенский бульвар;Люблинско-Дмитровская линия;9;2;
23;Строгино, вход-выход 1 в западный вестибюль;37.401437;55.803709;Строгино;Арбатско-Покровская линия;3;3;
26;Строгино, вход-выход 4 в западный вестибюль;37.401930;55.804435;Строгино;Арбатско-Покровская линия;3;3;
340;Сухаревская, вход-выход 3 в вестибюль;37.632071;55.772245;Сухаревская;Калужско-Рижская линия;5;5;
341;Сухаревская, вход-выход 4 в вестибюль;37.632951;55.772318;Сухаревская;Калужско-Рижская линия;5;5;
826;Сходненская, вход-выход 1 во 2-й вестибюль;37.4386091;55.8514481;Сходненская;Таганско-Краснопресненская линия;4;4;
827;Сходненская, вход-выход 2 во 2-й вестибюль;37.4388612;55.8515991;Сходненская;Таганско-Краснопресненская линия;4;4;
821;Сходненская, вход-выход 1 в 1-й вестибюль;37.4393008;55.8495377;Сходненская;Таганско-Краснопресненская линия;3;3;
821;Сходненская, вход-выход 1 в 1-й вестибюль;37.4393008;55.8495377;Сходненская;Таганско-Краснопресненская линия;3;3;
726;Жулебино, вход-выход 6 в 1-й вестибюль;37.8554017;55.6841436;Жулебино;Таганско-Краснопресненская линия;3;3;
28;Строгино, вход-выход 2 в восточный вестибюль;37.404255;55.803098;Строгино;Арбатско-Покровская линия;4;4;
30;Строгино, вход-выход 4 в восточный вестибюль;37.404768;55.803813;Строгино;Арбатско-Покровская линия;4;4;
840;Студенческая, вход-выход в вестибюль;37.548298;55.738902;Студенческая;Филёвская линия;3;3;
216;Шоссе Энтузиастов, вход-выход 4 в вестибюль;37.7518838;55.7576076;Шоссе Энтузиастов;Калининская линия;4;4;
718;Жулебино, вход-выход 2 во 2-й вестибюль;37.8565123;55.68613;Жулебино;Таганско-Краснопресненская линия;3;3;
719;Жулебино, вход-выход 3 во 2-й вестибюль;37.8577516;55.6862993;Жулебино;Таганско-Краснопресненская линия;3;3;
720;Жулебино, вход-выход 4 во 2-й вестибюль;37.8573862;55.685954;Жулебино;Таганско-Краснопресненская линия;3;3;
721;Жулебино, вход-выход 1 в 1-й вестибюль;37.8549507;55.6848651;Жулебино;Таганско-Краснопресненская линия;3;3;
722;Жулебино, вход-выход 2 в 1-й вестибюль;37.854404;55.6848442;Жулебино;Таганско-Краснопресненская линия;3;3;
723;Жулебино, вход-выход 3 в 1-й вестибюль;37.8541303;55.6846472;Жулебино;Таганско-Краснопресненская линия;3;3;
725;Жулебино, вход-выход 5 в 1-й вестибюль;37.8557874;55.684466;Жулебино;Таганско-Краснопресненская линия;3;3;
727;Жулебино, вход-выход 7 в 1-й вестибюль;37.8547418;55.6836776;Жулебино;Таганско-Краснопресненская линия;3;3;
782;Улица 1905 года, вход в 1-й вестибюль;37.562145;55.763895;Улица 1905 года;Таганско-Краснопресненская линия;3;3;
492;Улица академика Королёва, вход-выход в вестибюль;37.6265474;55.8218212;Улица академика Королёва;Московская монорельсовая транспортная система;2;2;
512;Улица академика Янгеля, вход-выход 1 в северный вестибюль;37.6001871;55.5958068;Улица академика Янгеля;Серпуховско-Тимирязевская линия;6;6;
509;Улица академика Янгеля, вход-выход 1 в южный вестибюль;37.6004819;55.5944718;Улица академика Янгеля;Серпуховско-Тимирязевская линия;5;5;
513;Улица академика Янгеля, вход-выход 2 в северный вестибюль;37.6012648;55.5961437;Улица академика Янгеля;Серпуховско-Тимирязевская линия;6;6;
511;Улица академика Янгеля, вход-выход 3 в южный вестибюль;37.6018926;55.5941275;Улица академика Янгеля;Серпуховско-Тимирязевская линия;5;5;
515;Улица академика Янгеля, вход-выход 4 в северный вестибюль;37.6027031;55.595992;Улица академика Янгеля;Серпуховско-Тимирязевская линия;6;6;
490;Улица Милашенкова, вход-выход в вестибюль;37.591282;55.821901;Улица Милашенкова;Московская монорельсовая транспортная система;2;2;
63;Площадь Революции, вход в западный (объединенный) вестибюль;37.619562;55.756634;Площадь Революции;Арбатско-Покровская линия;5;5;
471;Чкаловская, вход 1 в вестибюль;37.6594776;55.756055;Чкаловская;Люблинско-Дмитровская линия;9;9;
863;Деловой центр, вход-выход в вестибюль;37.537593;55.749036;Деловой центр;Солнцевская линия;1;3;
95;Лесопарковая, вход-выход в вестибюль;37.5778946;55.5816216;Лесопарковая;Бутовская линия Лёгкого метро;3;3;
92;Улица Скобелевская, вход-выход в южный вестибюль;37.5533041;55.5477054;Улица Скобелевская;Бутовская линия Лёгкого метро;2;2;
631;Университет, вход 1 в южный вестибюль;37.534935;55.6916707;Университет;Сокольническая линия;6;6;
635;Университет, вход 1 в северный вестибюль;37.5346985;55.6933978;Университет;Сокольническая линия;6;6;
842;Филёвский парк, вход-выход в восточный вестибюль;37.4836294;55.7396228;Филёвский парк;Филёвская линия;3;3;
96;Битцевский парк, вход-выход в вестибюль;37.556297;55.6004415;Битцевский парк;Бутовская линия Лёгкого метро;4;4;
1;Пятницкое шоссе, вход в северный вестибюль;37.355271;55.857343;Пятницкое шоссе;Арбатско-Покровская линия;4;4;
3;Пятницкое шоссе, вход-выход 1 в южный вестибюль;37.352861;55.854904;Пятницкое шоссе;Арбатско-Покровская линия;2;2;
8;Митино, вход-выход 2 в северный вестибюль;37.360024;55.845982;Митино;Арбатско-Покровская линия;4;4;
10;Митино, вход-выход 4 в северный вестибюль;37.359332;55.846461;Митино;Арбатско-Покровская линия;4;4;
16;Митино, вход-выход 3 в южный вестибюль;37.363736;55.84469;Митино;Арбатско-Покровская линия;3;3;
18;Волоколамская, выход из северного вестибюля;37.381302;55.836515;Волоколамская;Арбатско-Покровская линия;;;
20;Волоколамская, выход из южного вестибюля;37.383357;55.834595;Волоколамская;Арбатско-Покровская линия;;;
22;Мякинино, вход-выход 2;37.385342;55.826261;Мякинино;Арбатско-Покровская линия;1;1;
714;Бульвар Рокоссовского, вход-выход 3 в южный вестибюль;37.7356549;55.8141349;Бульвар Рокоссовского;Сокольническая линия;5;5;
494;Улица Сергея Эйзенштейна, вход-выход в вестибюль;37.6449918;55.8294285;Улица Сергея Эйзенштейна;Московская монорельсовая транспортная система;2;2;
24;Строгино, вход-выход 2 в западный вестибюль;37.400553;55.803867;Строгино;Арбатско-Покровская линия;3;3;
25;Строгино, вход-выход 3 в западный вестибюль;37.401208;55.804598;Строгино;Арбатско-Покровская линия;3;3;
